timestamp,eye_rub_first_hand_report,eye_rub_first_hand_count,eye_rub_first_hand_durations,|,eye_rub_second_hand_report,eye_rub_second_hand_count,eye_rub_second_hand_durations,|,flicker_report,flicker_count,|,micro_sleep_report,micro_sleep_count,micro_sleep_durations,|,pitch_report,pitch_count,pitch_durations,|,yawn_report,yawn_count,yawn_durations
2025-11-20 22:43:25,False,0,[],|,False,0,[],|,False,Counting flickers... 24.0 seconds remaining.,|,False,0,[],|,True,6,"['1 pitch: 7.0 seconds', '2 pitch: 35.0 seconds', '3 pitch: 3.0 seconds', '4 pitch: 17.0 seconds', '5 pitch: 8.0 seconds', '6 pitch: 3.0 seconds']",|,False,Counting yawns... 67.0 seconds remaining.,[]
2025-11-20 22:43:31,True,0,[],|,True,0,[],|,False,Counting flickers... 17.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 60.0 seconds remaining.,[]
2025-11-20 22:43:42,False,0,[],|,False,0,[],|,False,0,|,True,12,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 35.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 3.0 seconds', '12 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 50.0 seconds remaining.,[]
2025-11-20 22:43:48,False,0,[],|,False,0,[],|,True,15,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 43.0 seconds remaining.,[]
2025-11-20 22:44:05,False,0,[],|,False,0,[],|,False,0,|,True,13,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 35.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 3.0 seconds', '12 micro sleep: 3.0 seconds', '13 micro sleep: 21.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 26.0 seconds remaining.,[]
2025-11-20 22:44:13,False,0,[],|,False,0,[],|,False,Counting flickers... 35.0 seconds remaining.,|,False,0,[],|,True,7,"['1 pitch: 7.0 seconds', '2 pitch: 35.0 seconds', '3 pitch: 3.0 seconds', '4 pitch: 17.0 seconds', '5 pitch: 8.0 seconds', '6 pitch: 3.0 seconds', '7 pitch: 23.0 seconds']",|,False,Counting yawns... 19.0 seconds remaining.,[]
2025-11-20 22:44:20,False,0,[],|,False,0,[],|,False,0,|,True,14,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 35.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 3.0 seconds', '12 micro sleep: 3.0 seconds', '13 micro sleep: 21.0 seconds', '14 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 12.0 seconds remaining.,[]
2025-11-20 22:44:31,False,0,[],|,False,0,[],|,False,Counting flickers... 17.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-11-20 22:44:31,False,0,[],|,False,0,[],|,False,0,|,True,15,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 35.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 3.0 seconds', '12 micro sleep: 3.0 seconds', '13 micro sleep: 21.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 180.0 seconds remaining.,[]
2025-11-20 22:44:39,False,0,[],|,False,0,[],|,False,0,|,True,16,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 35.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 3.0 seconds', '12 micro sleep: 3.0 seconds', '13 micro sleep: 21.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 172.0 seconds remaining.,[]
2025-11-20 22:44:48,False,0,[],|,False,0,[],|,True,10,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 163.0 seconds remaining.,[]
2025-11-20 22:45:08,False,0,[],|,False,0,[],|,False,Counting flickers... 40.0 seconds remaining.,|,False,0,[],|,True,8,"['1 pitch: 7.0 seconds', '2 pitch: 35.0 seconds', '3 pitch: 3.0 seconds', '4 pitch: 17.0 seconds', '5 pitch: 8.0 seconds', '6 pitch: 3.0 seconds', '7 pitch: 23.0 seconds', '8 pitch: 7.0 seconds']",|,False,Counting yawns... 143.0 seconds remaining.,[]
2025-11-20 22:45:17,False,0,[],|,False,0,[],|,False,Counting flickers... 30.0 seconds remaining.,|,False,0,[],|,True,9,"['1 pitch: 7.0 seconds', '2 pitch: 35.0 seconds', '3 pitch: 3.0 seconds', '4 pitch: 17.0 seconds', '5 pitch: 8.0 seconds', '6 pitch: 3.0 seconds', '7 pitch: 23.0 seconds', '8 pitch: 7.0 seconds', '9 pitch: 4.0 seconds']",|,False,Counting yawns... 134.0 seconds remaining.,[]
2025-11-20 22:45:44,False,0,[],|,False,0,[],|,False,Counting flickers... 3.0 seconds remaining.,|,False,0,[],|,True,10,"['1 pitch: 7.0 seconds', '2 pitch: 35.0 seconds', '3 pitch: 3.0 seconds', '4 pitch: 17.0 seconds', '5 pitch: 8.0 seconds', '6 pitch: 3.0 seconds', '7 pitch: 23.0 seconds', '8 pitch: 7.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 24.0 seconds']",|,False,Counting yawns... 107.0 seconds remaining.,[]
2025-11-20 22:45:47,False,0,[],|,False,0,[],|,True,12,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 104.0 seconds remaining.,[]
2025-11-20 22:45:50,False,0,[],|,False,0,[],|,False,0,|,True,17,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 35.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 3.0 seconds', '12 micro sleep: 3.0 seconds', '13 micro sleep: 21.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 101.0 seconds remaining.,[]
2025-11-20 22:45:53,False,0,[],|,False,0,[],|,False,Counting flickers... 54.0 seconds remaining.,|,False,0,[],|,True,11,"['1 pitch: 7.0 seconds', '2 pitch: 35.0 seconds', '3 pitch: 3.0 seconds', '4 pitch: 17.0 seconds', '5 pitch: 8.0 seconds', '6 pitch: 3.0 seconds', '7 pitch: 23.0 seconds', '8 pitch: 7.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 24.0 seconds', '11 pitch: 5.0 seconds']",|,False,Counting yawns... 98.0 seconds remaining.,[]
2025-11-20 22:45:59,False,0,[],|,False,0,[],|,False,0,|,True,18,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 35.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 3.0 seconds', '12 micro sleep: 3.0 seconds', '13 micro sleep: 21.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 3.0 seconds', '18 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 92.0 seconds remaining.,[]
2025-11-20 22:46:10,False,0,[],|,False,0,[],|,False,Counting flickers... 38.0 seconds remaining.,|,False,0,[],|,True,12,"['1 pitch: 7.0 seconds', '2 pitch: 35.0 seconds', '3 pitch: 3.0 seconds', '4 pitch: 17.0 seconds', '5 pitch: 8.0 seconds', '6 pitch: 3.0 seconds', '7 pitch: 23.0 seconds', '8 pitch: 7.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 24.0 seconds', '11 pitch: 5.0 seconds', '12 pitch: 4.0 seconds']",|,False,Counting yawns... 81.0 seconds remaining.,[]
2025-11-20 22:46:17,False,0,[],|,False,0,[],|,False,Counting flickers... 30.0 seconds remaining.,|,False,0,[],|,True,13,"['1 pitch: 7.0 seconds', '2 pitch: 35.0 seconds', '3 pitch: 3.0 seconds', '4 pitch: 17.0 seconds', '5 pitch: 8.0 seconds', '6 pitch: 3.0 seconds', '7 pitch: 23.0 seconds', '8 pitch: 7.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 24.0 seconds', '11 pitch: 5.0 seconds', '12 pitch: 4.0 seconds', '13 pitch: 6.0 seconds']",|,False,Counting yawns... 74.0 seconds remaining.,[]
2025-11-20 22:46:22,False,0,[],|,False,0,[],|,False,0,|,True,19,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 35.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 3.0 seconds', '12 micro sleep: 3.0 seconds', '13 micro sleep: 21.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 3.0 seconds', '18 micro sleep: 2.0 seconds', '19 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 69.0 seconds remaining.,[]
2025-11-20 22:46:32,False,0,[],|,False,0,[],|,False,0,|,True,20,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 35.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 3.0 seconds', '12 micro sleep: 3.0 seconds', '13 micro sleep: 21.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 3.0 seconds', '18 micro sleep: 2.0 seconds', '19 micro sleep: 2.0 seconds', '20 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 59.0 seconds remaining.,[]
2025-11-20 22:46:43,False,0,[],|,False,0,[],|,False,0,|,True,21,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 35.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 3.0 seconds', '12 micro sleep: 3.0 seconds', '13 micro sleep: 21.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 3.0 seconds', '18 micro sleep: 2.0 seconds', '19 micro sleep: 2.0 seconds', '20 micro sleep: 2.0 seconds', '21 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 48.0 seconds remaining.,[]
2025-11-20 22:46:47,False,0,[],|,False,0,[],|,True,21,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 44.0 seconds remaining.,[]
2025-11-20 22:46:52,False,0,[],|,False,0,[],|,False,0,|,True,22,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 35.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 3.0 seconds', '12 micro sleep: 3.0 seconds', '13 micro sleep: 21.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 3.0 seconds', '18 micro sleep: 2.0 seconds', '19 micro sleep: 2.0 seconds', '20 micro sleep: 2.0 seconds', '21 micro sleep: 3.0 seconds', '22 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 39.0 seconds remaining.,[]
2025-11-20 22:47:02,False,0,[],|,False,0,[],|,False,0,|,True,23,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 35.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 3.0 seconds', '12 micro sleep: 3.0 seconds', '13 micro sleep: 21.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 3.0 seconds', '18 micro sleep: 2.0 seconds', '19 micro sleep: 2.0 seconds', '20 micro sleep: 2.0 seconds', '21 micro sleep: 3.0 seconds', '22 micro sleep: 3.0 seconds', '23 micro sleep: 4.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 29.0 seconds remaining.,[]
2025-11-20 22:47:07,False,0,[],|,False,0,[],|,False,0,|,True,24,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 35.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 3.0 seconds', '12 micro sleep: 3.0 seconds', '13 micro sleep: 21.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 3.0 seconds', '18 micro sleep: 2.0 seconds', '19 micro sleep: 2.0 seconds', '20 micro sleep: 2.0 seconds', '21 micro sleep: 3.0 seconds', '22 micro sleep: 3.0 seconds', '23 micro sleep: 4.0 seconds', '24 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 24.0 seconds remaining.,[]
2025-11-20 22:47:13,False,0,[],|,False,0,[],|,False,Counting flickers... 34.0 seconds remaining.,|,False,0,[],|,True,14,"['1 pitch: 7.0 seconds', '2 pitch: 35.0 seconds', '3 pitch: 3.0 seconds', '4 pitch: 17.0 seconds', '5 pitch: 8.0 seconds', '6 pitch: 3.0 seconds', '7 pitch: 23.0 seconds', '8 pitch: 7.0 seconds', '9 pitch: 4.0 seconds', '10 pitch: 24.0 seconds', '11 pitch: 5.0 seconds', '12 pitch: 4.0 seconds', '13 pitch: 6.0 seconds', '14 pitch: 3.0 seconds']",|,False,Counting yawns... 18.0 seconds remaining.,[]
2025-11-20 22:47:29,False,0,[],|,False,0,[],|,False,0,|,True,25,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 35.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 3.0 seconds', '12 micro sleep: 3.0 seconds', '13 micro sleep: 21.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 3.0 seconds', '18 micro sleep: 2.0 seconds', '19 micro sleep: 2.0 seconds', '20 micro sleep: 2.0 seconds', '21 micro sleep: 3.0 seconds', '22 micro sleep: 3.0 seconds', '23 micro sleep: 4.0 seconds', '24 micro sleep: 2.0 seconds', '25 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2025-11-20 22:47:30,False,0,[],|,False,0,[],|,False,Counting flickers... 17.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-11-20 22:47:34,False,0,[],|,False,0,[],|,False,0,|,True,26,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 35.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 3.0 seconds', '12 micro sleep: 3.0 seconds', '13 micro sleep: 21.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 3.0 seconds', '18 micro sleep: 2.0 seconds', '19 micro sleep: 2.0 seconds', '20 micro sleep: 2.0 seconds', '21 micro sleep: 3.0 seconds', '22 micro sleep: 3.0 seconds', '23 micro sleep: 4.0 seconds', '24 micro sleep: 2.0 seconds', '25 micro sleep: 3.0 seconds', '26 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 177.0 seconds remaining.,[]
2025-11-20 22:47:38,False,0,[],|,False,0,[],|,False,0,|,True,27,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 35.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 3.0 seconds', '12 micro sleep: 3.0 seconds', '13 micro sleep: 21.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 3.0 seconds', '18 micro sleep: 2.0 seconds', '19 micro sleep: 2.0 seconds', '20 micro sleep: 2.0 seconds', '21 micro sleep: 3.0 seconds', '22 micro sleep: 3.0 seconds', '23 micro sleep: 4.0 seconds', '24 micro sleep: 2.0 seconds', '25 micro sleep: 3.0 seconds', '26 micro sleep: 2.0 seconds', '27 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 172.0 seconds remaining.,[]
2025-11-20 22:47:46,False,0,[],|,False,0,[],|,True,18,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 164.0 seconds remaining.,[]
2025-11-20 22:47:49,False,0,[],|,False,0,[],|,False,0,|,True,28,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 35.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 3.0 seconds', '12 micro sleep: 3.0 seconds', '13 micro sleep: 21.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 3.0 seconds', '18 micro sleep: 2.0 seconds', '19 micro sleep: 2.0 seconds', '20 micro sleep: 2.0 seconds', '21 micro sleep: 3.0 seconds', '22 micro sleep: 3.0 seconds', '23 micro sleep: 4.0 seconds', '24 micro sleep: 2.0 seconds', '25 micro sleep: 3.0 seconds', '26 micro sleep: 2.0 seconds', '27 micro sleep: 3.0 seconds', '28 micro sleep: 6.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 162.0 seconds remaining.,[]
2025-11-20 22:47:52,False,0,[],|,False,0,[],|,False,0,|,True,29,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 35.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 3.0 seconds', '12 micro sleep: 3.0 seconds', '13 micro sleep: 21.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 3.0 seconds', '18 micro sleep: 2.0 seconds', '19 micro sleep: 2.0 seconds', '20 micro sleep: 2.0 seconds', '21 micro sleep: 3.0 seconds', '22 micro sleep: 3.0 seconds', '23 micro sleep: 4.0 seconds', '24 micro sleep: 2.0 seconds', '25 micro sleep: 3.0 seconds', '26 micro sleep: 2.0 seconds', '27 micro sleep: 3.0 seconds', '28 micro sleep: 6.0 seconds', '29 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 159.0 seconds remaining.,[]
2025-11-20 22:48:00,False,0,[],|,False,0,[],|,False,0,|,True,30,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 35.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 3.0 seconds', '12 micro sleep: 3.0 seconds', '13 micro sleep: 21.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 3.0 seconds', '18 micro sleep: 2.0 seconds', '19 micro sleep: 2.0 seconds', '20 micro sleep: 2.0 seconds', '21 micro sleep: 3.0 seconds', '22 micro sleep: 3.0 seconds', '23 micro sleep: 4.0 seconds', '24 micro sleep: 2.0 seconds', '25 micro sleep: 3.0 seconds', '26 micro sleep: 2.0 seconds', '27 micro sleep: 3.0 seconds', '28 micro sleep: 6.0 seconds', '29 micro sleep: 3.0 seconds', '30 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 151.0 seconds remaining.,[]
2025-11-20 22:48:10,False,0,[],|,False,0,[],|,False,0,|,True,31,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 35.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 3.0 seconds', '12 micro sleep: 3.0 seconds', '13 micro sleep: 21.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 3.0 seconds', '18 micro sleep: 2.0 seconds', '19 micro sleep: 2.0 seconds', '20 micro sleep: 2.0 seconds', '21 micro sleep: 3.0 seconds', '22 micro sleep: 3.0 seconds', '23 micro sleep: 4.0 seconds', '24 micro sleep: 2.0 seconds', '25 micro sleep: 3.0 seconds', '26 micro sleep: 2.0 seconds', '27 micro sleep: 3.0 seconds', '28 micro sleep: 6.0 seconds', '29 micro sleep: 3.0 seconds', '30 micro sleep: 2.0 seconds', '31 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 141.0 seconds remaining.,[]
2025-11-20 22:48:27,False,0,[],|,False,0,[],|,False,0,|,True,32,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 35.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 3.0 seconds', '12 micro sleep: 3.0 seconds', '13 micro sleep: 21.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 3.0 seconds', '18 micro sleep: 2.0 seconds', '19 micro sleep: 2.0 seconds', '20 micro sleep: 2.0 seconds', '21 micro sleep: 3.0 seconds', '22 micro sleep: 3.0 seconds', '23 micro sleep: 4.0 seconds', '24 micro sleep: 2.0 seconds', '25 micro sleep: 3.0 seconds', '26 micro sleep: 2.0 seconds', '27 micro sleep: 3.0 seconds', '28 micro sleep: 6.0 seconds', '29 micro sleep: 3.0 seconds', '30 micro sleep: 2.0 seconds', '31 micro sleep: 3.0 seconds', '32 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 123.0 seconds remaining.,[]
2025-11-20 22:48:31,True,0,[],|,True,0,[],|,False,Counting flickers... 15.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 119.0 seconds remaining.,[]
2025-11-20 22:48:33,False,0,[],|,False,0,[],|,False,0,|,True,33,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 35.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 3.0 seconds', '12 micro sleep: 3.0 seconds', '13 micro sleep: 21.0 seconds', '14 micro sleep: 3.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 3.0 seconds', '18 micro sleep: 2.0 seconds', '19 micro sleep: 2.0 seconds', '20 micro sleep: 2.0 seconds', '21 micro sleep: 3.0 seconds', '22 micro sleep: 3.0 seconds', '23 micro sleep: 4.0 seconds', '24 micro sleep: 2.0 seconds', '25 micro sleep: 3.0 seconds', '26 micro sleep: 2.0 seconds', '27 micro sleep: 3.0 seconds', '28 micro sleep: 6.0 seconds', '29 micro sleep: 3.0 seconds', '30 micro sleep: 2.0 seconds', '31 micro sleep: 3.0 seconds', '32 micro sleep: 3.0 seconds', '33 micro sleep: 4.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 117.0 seconds remaining.,[]
